cell_id,x_coord,y_coord,collision_count,camera_count,mean_dist_to_camera,mean_precip,mean_snow,downtown,lambda
1338,620304.0,4845231.0,19,0,431.61205830066336,1.7473684210526317,0.5368421052631579,0,36.985879996958886
1339,620304.0,4845731.0,15,0,517.8059972580303,0.12000000000000001,0.04000000000000001,0,0.7386669884462491
1340,620304.0,4846231.0,189,0,457.32478408295987,2.7777777777777777,0.7566137566137566,0,504.48399904125984
1341,620304.0,4846731.0,14,0,732.3440181623663,0.7999999999999999,0.014285714285714287,0,5.605452919350375
1342,620304.0,4847231.0,197,0,1107.8155559357212,2.8197969543147208,0.5284263959390862,0,1296.1177558491972
1343,620304.0,4847731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1344,620304.0,4848231.0,50,0,2007.425794531553,2.092,0.516,0,530.4043180144782
1345,620304.0,4848731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1346,620304.0,4849231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1347,620304.0,4849731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1348,620304.0,4850231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1349,620304.0,4850731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1350,620304.0,4851231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1351,620304.0,4851731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1352,620304.0,4852231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1353,620304.0,4852731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1354,620304.0,4853231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1355,620304.0,4853731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1356,620304.0,4854231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1357,620304.0,4854731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1358,620304.0,4855231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1359,620304.0,4855731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1360,620304.0,4856231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1361,620304.0,4856731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
1362,620304.0,4857231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
